,bedrooms,bathrooms,sqft_living,sqft_lot,floors,yr_built,zipcode,price,price_per_sqftlot,area_per_bhk
13428,3,2,1860,4777,2.0,1908,98115,588000.0,123.08980531714465,1592.3333333333333
13429,3,2,1700,2800,2.0,1926,98115,603000.0,215.35714285714286,933.3333333333334
13430,2,2,1400,4050,1.0,1954,98115,699000.0,172.59259259259258,2025.0
13431,3,2,1540,6930,1.0,1944,98115,630000.0,90.9090909090909,2310.0
13433,2,1,900,2910,1.0,1924,98115,381500.0,131.0996563573883,1455.0
13434,3,2,1480,7475,1.5,1943,98115,656000.0,87.75919732441471,2491.6666666666665
13436,4,2,1880,4080,1.0,1924,98115,595000.0,145.83333333333334,1020.0
13437,3,2,2870,6360,1.5,1946,98115,810000.0,127.35849056603773,2120.0
13439,2,1,920,5029,1.0,1938,98115,600000.0,119.30801352157486,2514.5
13440,5,3,2900,6730,1.0,1977,98115,865000.0,128.5289747399703,1346.0
13441,3,2,2420,5304,1.5,1947,98115,697000.0,131.4102564102564,1768.0
13442,3,2,2210,5742,1.0,1951,98115,590000.0,102.7516544757924,1914.0
13443,3,1,1140,5395,1.0,1909,98115,576000.0,106.7655236329935,1798.3333333333333
13444,2,1,1130,5413,1.0,1939,98115,443000.0,81.84001477923518,2706.5
13445,2,1,740,5100,1.0,1947,98115,450000.0,88.23529411764706,2550.0
13446,3,2,2040,5000,1.5,1924,98115,600000.0,120.0,1666.6666666666667
13447,4,2,2720,7810,1.0,1952,98115,599950.0,76.81818181818181,1952.5
13448,4,2,1730,6500,1.0,1945,98115,700000.0,107.6923076923077,1625.0
13450,4,4,3500,4080,2.0,2004,98115,1010000.0,247.54901960784315,1020.0
13451,3,2,1630,7475,1.0,1940,98115,650000.0,86.95652173913044,2491.6666666666665
13452,4,2,2660,3520,2.0,1917,98115,896000.0,254.54545454545453,880.0
13453,3,2,1980,6000,1.0,1958,98115,637000.0,106.16666666666667,2000.0
13455,4,3,2030,10722,1.0,1967,98115,595000.0,55.49337810110054,2680.5
13456,2,1,1110,5413,1.0,1937,98115,448000.0,82.76371697764641,2706.5
13457,3,3,2460,4182,2.0,1910,98115,990000.0,236.72883787661405,1394.0
13458,3,2,1720,4050,1.0,1906,98115,575000.0,141.97530864197532,1350.0
13459,2,1,980,5110,1.0,1939,98115,365000.0,71.42857142857143,2555.0
13460,4,3,2600,7200,2.0,1962,98115,691500.0,96.04166666666667,1800.0
13462,3,2,1900,5000,1.5,1926,98115,550000.0,110.0,1666.6666666666667
13463,3,2,1900,5000,1.5,1926,98115,921500.0,184.3,1666.6666666666667
13464,3,1,1330,5100,1.0,1942,98115,553000.0,108.43137254901961,1700.0
13465,2,1,1290,4650,1.0,1906,98115,494000.0,106.23655913978494,2325.0
13468,3,2,1610,5100,1.5,1940,98115,690000.0,135.2941176470588,1700.0
13470,4,4,3010,4887,2.0,1951,98115,870000.0,178.02332719459793,1221.75
13471,2,1,1530,4370,1.0,1946,98115,458950.0,105.0228832951945,2185.0
13472,4,2,1520,6200,1.5,1945,98115,640000.0,103.2258064516129,1550.0
13473,4,3,3010,6139,2.0,1950,98115,1240000.0,201.9872943476136,1534.75
13474,4,3,2530,6500,1.5,1975,98115,650000.0,100.0,1625.0
13476,2,2,1660,4000,1.0,1950,98115,410000.0,102.5,2000.0
13477,3,2,2330,4000,1.5,1927,98115,680000.0,170.0,1333.3333333333333
13478,4,2,1950,6300,1.5,1944,98115,750000.0,119.04761904761905,1575.0
13479,3,2,2160,6272,1.0,1960,98115,820000.0,130.73979591836735,2090.6666666666665
13480,4,3,2860,3680,2.0,1925,98115,825050.0,224.1983695652174,920.0
13481,3,3,2690,7000,2.0,1943,98115,925000.0,132.14285714285714,2333.3333333333335
13482,2,1,910,4725,1.0,1949,98115,515000.0,108.994708994709,2362.5
13483,3,2,1680,3420,1.0,1992,98115,526000.0,153.80116959064327,1140.0
13484,3,2,1510,3000,1.0,1972,98115,489000.0,163.0,1000.0
13485,4,2,2260,6000,1.0,1958,98115,628000.0,104.66666666666667,1500.0
13486,4,2,2020,5600,1.0,1961,98115,810000.0,144.64285714285714,1400.0
13488,3,2,1960,6380,1.0,1939,98115,561500.0,88.00940438871473,2126.6666666666665
13491,3,2,1640,4590,1.5,1951,98115,700000.0,152.5054466230937,1530.0
13492,2,1,980,4120,1.0,1950,98115,535000.0,129.85436893203882,2060.0
13493,4,3,2590,7910,2.0,2001,98115,799000.0,101.01137800252845,1977.5
13495,3,2,1650,5100,1.0,1908,98115,600000.0,117.6470588235294,1700.0
13496,5,3,2450,6534,2.0,1951,98115,849000.0,129.93572084481175,1306.8
13498,2,1,1270,5100,1.0,1900,98115,611000.0,119.80392156862744,2550.0
13499,3,1,1440,3060,1.5,1910,98115,567500.0,185.45751633986927,1020.0
13500,4,2,2360,4750,2.0,1911,98115,805000.0,169.47368421052633,1187.5
13501,3,1,1230,6380,1.5,1927,98115,740000.0,115.98746081504702,2126.6666666666665
13502,4,3,2640,4000,2.0,1925,98115,895000.0,223.75,1000.0
13504,3,1,1570,5510,1.0,1940,98115,495000.0,89.83666061705989,1836.6666666666667
13506,4,3,2240,7540,1.0,1962,98115,654000.0,86.73740053050398,1885.0
13507,4,3,2860,6867,1.0,1946,98115,874000.0,127.275374981797,1716.75
13508,2,1,1520,5400,1.0,1951,98115,619950.0,114.80555555555556,2700.0
13509,4,2,2250,4750,1.5,1924,98115,637800.0,134.2736842105263,1187.5
13510,2,1,1090,4128,1.0,1948,98115,440000.0,106.5891472868217,2064.0
13511,2,2,1060,4182,2.0,1977,98115,420000.0,100.43041606886658,2091.0
13512,4,4,3000,5300,1.0,1949,98115,760000.0,143.39622641509433,1325.0
13513,4,2,2230,5109,1.5,1918,98115,590000.0,115.48248189469564,1277.25
13514,3,2,1600,6120,1.5,1924,98115,525000.0,85.7843137254902,2040.0
13515,4,3,2730,3560,1.5,1921,98115,885000.0,248.59550561797752,890.0
13517,3,2,1740,3060,1.0,1930,98115,733000.0,239.54248366013073,1020.0
13519,5,4,2980,4500,1.5,1921,98115,842500.0,187.22222222222223,900.0
13520,5,4,2980,4500,1.5,1921,98115,850000.0,188.88888888888889,900.0
13522,3,2,3000,5413,2.0,1963,98115,523000.0,96.61924995381489,1804.3333333333333
13523,3,2,1960,4080,1.5,1915,98115,640000.0,156.86274509803923,1360.0
13525,2,1,990,5643,1.0,1947,98115,435000.0,77.08665603402446,2821.5
13529,4,3,3860,7199,2.0,2005,98115,1500000.0,208.36227253785248,1799.75
13530,2,1,930,3150,1.0,1918,98115,445000.0,141.26984126984127,1575.0
13531,2,1,1330,4140,1.0,1919,98115,443500.0,107.1256038647343,2070.0
13532,3,2,1820,5500,1.0,1957,98115,659500.0,119.9090909090909,1833.3333333333333
13533,3,1,1260,7250,1.0,1940,98115,485000.0,66.89655172413794,2416.6666666666665
13534,2,1,1290,5376,1.0,1945,98115,970000.0,180.43154761904762,2688.0
13535,2,1,940,5413,1.0,1923,98115,340500.0,62.90411971180492,2706.5
13536,3,2,1630,4080,1.5,1927,98115,740000.0,181.37254901960785,1360.0
13537,4,3,3200,7500,1.5,1948,98115,1184000.0,157.86666666666667,1875.0
13538,2,1,1310,5200,1.0,1946,98115,663500.0,127.59615384615384,2600.0
13539,4,2,1750,6120,1.0,1962,98115,605000.0,98.85620915032679,1530.0
13540,3,2,1900,8100,1.0,1940,98115,520500.0,64.25925925925925,2700.0
13541,2,2,1190,3400,1.0,1919,98115,441000.0,129.7058823529412,1700.0
13542,3,2,1620,5108,1.0,1954,98115,499100.0,97.70947533281128,1702.6666666666667
13543,4,2,2270,6010,1.0,1954,98115,676101.0,112.49600665557405,1502.5
13544,2,1,810,4368,1.0,1958,98115,450000.0,103.02197802197803,2184.0
13546,3,2,2130,4000,2.0,1908,98115,645000.0,161.25,1333.3333333333333
13547,4,2,2260,6600,1.0,1948,98115,864000.0,130.9090909090909,1650.0
13548,3,2,2010,7017,2.0,1951,98115,775000.0,110.44605956961665,2339.0
13550,2,1,1420,4305,1.0,1941,98115,490000.0,113.82113821138212,2152.5
13552,3,1,1050,4160,1.0,1925,98115,540000.0,129.80769230769232,1386.6666666666667
13554,4,3,2560,6900,1.0,1959,98115,740000.0,107.2463768115942,1725.0
13556,2,1,1250,4960,1.0,1938,98115,370000.0,74.59677419354838,2480.0
13557,5,2,2660,10637,1.5,1922,98115,760000.0,71.4487167434427,2127.4
13558,4,3,2290,6120,2.0,1926,98115,1003000.0,163.88888888888889,1530.0
13563,2,1,800,5080,1.0,1938,98115,404500.0,79.6259842519685,2540.0
13565,2,1,1040,5527,1.0,1951,98115,535000.0,96.79753935227068,2763.5
13566,2,1,1650,5106,1.0,1960,98115,435000.0,85.19388954171563,2553.0
13567,3,2,1700,6500,1.0,1967,98115,559000.0,86.0,2166.6666666666665
13568,3,2,1730,6130,1.0,1941,98115,575700.0,93.91517128874388,2043.3333333333333
13570,3,3,3050,7410,1.5,1950,98115,975000.0,131.57894736842104,2470.0
13571,2,1,1420,4635,2.0,1941,98115,496000.0,107.0118662351672,2317.5
13572,3,2,2080,6609,1.0,1950,98115,520000.0,78.68058707822667,2203.0
13573,4,3,2700,4275,2.0,2004,98115,1200000.0,280.70175438596493,1068.75
13574,1,1,620,2380,1.0,1900,98115,382888.0,160.87731092436974,2380.0
13575,3,1,1290,6380,1.5,1930,98115,790000.0,123.82445141065831,2126.6666666666665
13577,3,2,1380,4590,1.0,1950,98115,740000.0,161.22004357298474,1530.0
13579,2,1,930,5368,1.0,1953,98115,420000.0,78.2414307004471,2684.0
13580,3,1,980,6380,1.0,1941,98115,499950.0,78.36206896551724,2126.6666666666665
13581,3,2,1480,6120,1.5,1946,98115,500000.0,81.69934640522875,2040.0
13584,4,2,1490,4054,1.5,1926,98115,607000.0,149.72866304884064,1013.5
13585,4,3,2800,5900,1.0,1963,98115,665000.0,112.71186440677967,1475.0
13586,4,3,2000,5304,1.5,1947,98115,775000.0,146.1161387631976,1326.0
13587,2,1,1010,4320,1.0,1924,98115,501000.0,115.97222222222223,2160.0
13588,3,1,2270,4182,1.0,1946,98115,645000.0,154.23242467718794,1394.0
13591,3,1,1440,5580,1.5,1908,98115,499950.0,89.59677419354838,1860.0
13592,4,3,2830,5010,2.0,2000,98115,738000.0,147.30538922155688,1252.5
13593,3,3,1780,4320,2.0,1930,98115,679000.0,157.17592592592592,1440.0
13594,2,1,1280,4840,1.0,1908,98115,649000.0,134.0909090909091,2420.0
13595,3,2,2080,4549,1.0,1954,98115,616500.0,135.52429105297867,1516.3333333333333
13596,4,2,2280,3680,1.5,1926,98115,665000.0,180.70652173913044,920.0
13597,3,3,1700,3264,1.0,1919,98115,520000.0,159.31372549019608,1088.0
13598,2,2,1440,3720,1.5,1983,98115,475000.0,127.68817204301075,1860.0
13599,2,1,1250,5413,1.0,1923,98115,511000.0,94.40236467762793,2706.5
13601,3,2,1750,5400,1.0,1952,98115,716528.0,132.69037037037037,1800.0
13602,3,1,1020,5410,1.0,1928,98115,505000.0,93.3456561922366,1803.3333333333333
13603,2,1,850,2850,1.0,1927,98115,489000.0,171.57894736842104,1425.0
13607,4,3,3110,11422,2.0,1989,98115,925000.0,80.98406583785676,2855.5
13608,3,2,1410,6413,1.0,1947,98115,590000.0,92.00062373304226,2137.6666666666665
13609,4,3,2030,4080,1.5,1921,98115,730000.0,178.92156862745097,1020.0
13610,2,1,1260,4080,1.5,1926,98115,435000.0,106.61764705882354,2040.0
13612,3,1,1140,6120,1.5,1926,98115,704000.0,115.0326797385621,2040.0
13613,4,2,2040,5050,1.0,1937,98115,705000.0,139.6039603960396,1262.5
13615,4,3,2672,4297,2.0,2005,98115,700000.0,162.90435187340006,1074.25
13616,3,2,1960,4788,1.0,1920,98115,599000.0,125.10442773600668,1596.0
13617,2,1,1060,4000,1.0,1910,98115,570000.0,142.5,2000.0
13618,4,2,2340,5940,1.0,1953,98115,650500.0,109.51178451178451,1485.0
13619,4,1,1600,4500,1.5,1926,98115,725000.0,161.11111111111111,1125.0
13620,2,1,790,4000,1.0,1948,98115,399000.0,99.75,2000.0
13622,5,3,3240,6551,1.5,1939,98115,1234580.0,188.45672416424972,1310.2
13623,5,4,3700,7920,3.0,1983,98115,1400000.0,176.76767676767676,1584.0
13625,3,2,1540,5338,1.0,1954,98115,539000.0,100.97414762083177,1779.3333333333333
13627,2,2,2060,2700,1.0,1929,98115,485000.0,179.62962962962962,1350.0
13628,2,1,1100,3500,1.0,1908,98115,474000.0,135.42857142857142,1750.0
13629,4,4,2170,3672,2.0,1905,98115,1325000.0,360.838779956427,918.0
13630,4,2,1820,5000,1.5,1945,98115,650000.0,130.0,1250.0
13631,3,1,1010,6120,1.0,1940,98115,550000.0,89.86928104575163,2040.0
13633,3,2,2380,6000,1.0,1961,98115,490000.0,81.66666666666667,2000.0
13634,3,2,2250,5301,2.0,1975,98115,750000.0,141.4827391058291,1767.0
13636,4,3,2100,3800,2.0,1972,98115,635000.0,167.10526315789474,950.0
13637,4,3,4070,7800,3.0,2002,98115,1400000.0,179.48717948717947,1950.0
13638,3,2,1630,4275,1.5,1908,98115,567000.0,132.6315789473684,1425.0
13639,4,3,3650,6982,2.0,1951,98115,1210000.0,173.30277857347465,1745.5
13640,3,2,2420,7200,1.0,1948,98115,1100000.0,152.77777777777777,2400.0
13642,3,1,1020,6120,1.0,1941,98115,485000.0,79.2483660130719,2040.0
13645,4,3,2110,6820,1.0,1942,98115,650000.0,95.30791788856305,1705.0
13646,2,1,1060,3325,1.5,1932,98115,344000.0,103.45864661654136,1662.5
13647,4,2,2700,7625,1.0,1937,98115,710000.0,93.11475409836065,1906.25
13649,3,2,1810,5080,1.0,1958,98115,615500.0,121.16141732283465,1693.3333333333333
13650,4,2,2290,6000,1.5,1900,98115,685000.0,114.16666666666667,1500.0
13653,3,2,1170,6750,1.0,1947,98115,592500.0,87.77777777777777,2250.0
13654,3,2,1640,4635,1.5,1930,98115,517000.0,111.54261057173679,1545.0
13655,3,2,1830,4500,1.5,1909,98115,518000.0,115.11111111111111,1500.0
13656,4,3,3130,5700,1.5,1953,98115,671000.0,117.71929824561404,1425.0
13657,5,3,2460,7830,1.0,1955,98115,835000.0,106.6411238825032,1566.0
13658,2,2,1850,3060,1.0,1929,98115,538000.0,175.81699346405227,1530.0
13659,3,2,2020,4800,1.0,1926,98115,840000.0,175.0,1600.0
13660,3,1,1140,7028,1.0,1931,98115,560000.0,79.6812749003984,2342.6666666666665
13661,4,3,3100,7250,2.0,2010,98115,967000.0,133.3793103448276,1812.5
13662,3,2,1790,6000,1.5,1903,98115,725000.0,120.83333333333333,2000.0
13663,4,2,2460,5100,1.5,1909,98115,735000.0,144.11764705882354,1275.0
13665,2,2,1640,3090,1.0,1925,98115,516000.0,166.9902912621359,1545.0
13666,4,3,1710,5000,1.0,1979,98115,637000.0,127.4,1250.0
13667,5,3,2640,5096,2.0,2009,98115,910000.0,178.57142857142858,1019.2
13668,2,2,1460,5700,1.5,1912,98115,580000.0,101.75438596491227,2850.0
13669,3,2,1880,6360,1.0,1945,98115,600000.0,94.33962264150944,2120.0
13670,3,3,2070,4463,1.5,1931,98115,781000.0,174.99439838673538,1487.6666666666667
13671,3,2,2390,6888,2.0,1939,98115,1100000.0,159.69802555168408,2296.0
13672,2,1,1080,4080,1.0,1948,98115,485000.0,118.87254901960785,2040.0
13674,4,3,2450,4080,1.5,1930,98115,793000.0,194.36274509803923,1020.0
13676,4,1,1780,5000,1.5,1947,98115,654500.0,130.9,1250.0
13678,3,2,2340,6183,1.0,1929,98115,510000.0,82.48423095584667,2061.0
13679,4,3,2520,3360,1.5,1931,98115,618250.0,184.0029761904762,840.0
13680,4,4,3180,7650,2.0,1920,98115,775000.0,101.30718954248366,1912.5
13681,3,2,1110,8375,1.0,1951,98115,505000.0,60.298507462686565,2791.6666666666665
13682,2,1,880,4558,1.0,1951,98115,415000.0,91.04870557261957,2279.0
13683,4,2,1890,4500,2.0,1937,98115,860000.0,191.11111111111111,1125.0
13684,2,1,940,3800,1.0,1929,98115,481203.0,126.63236842105263,1900.0
13685,3,2,1160,6120,1.0,1947,98115,506000.0,82.6797385620915,2040.0
13687,4,2,1660,3800,1.5,1926,98115,619000.0,162.89473684210526,950.0
13688,5,4,2980,5100,2.0,2015,98115,1285000.0,251.9607843137255,1020.0
13689,4,3,2760,6000,2.0,1942,98115,760000.0,126.66666666666667,1500.0
13690,3,1,2030,4080,1.5,1908,98115,775000.0,189.95098039215685,1360.0
13691,5,2,4320,7620,2.0,1973,98115,1100000.0,144.35695538057743,1524.0
13692,2,1,740,4275,1.0,1924,98115,392800.0,91.88304093567251,2137.5
13693,3,2,1980,3300,1.5,1926,98115,660000.0,200.0,1100.0
13694,3,2,2090,7667,1.0,1952,98115,489000.0,63.77983565931916,2555.6666666666665
13696,2,2,1530,4387,1.0,1952,98115,700180.0,159.6033736038295,2193.5
13697,3,3,2360,4638,2.0,1996,98115,580050.0,125.0646830530401,1546.0
13698,4,2,2560,7798,1.0,1947,98115,640000.0,82.0723262374968,1949.5
13699,3,2,1840,5664,2.0,1948,98115,625000.0,110.34604519774011,1888.0
13700,3,2,1630,2946,1.5,1932,98115,574800.0,195.11201629327903,982.0
13703,2,2,1290,5141,1.0,1947,98115,653000.0,127.01808986578487,2570.5
13704,3,2,2850,6281,2.0,1947,98115,907500.0,144.48336252189142,2093.6666666666665
13705,4,3,2570,4000,2.0,1909,98115,1180000.0,295.0,1000.0
13706,3,2,2040,4841,1.0,1949,98115,667500.0,137.88473455897542,1613.6666666666667
13708,3,2,2240,3800,2.0,1929,98115,510000.0,134.21052631578948,1266.6666666666667
13709,4,3,2600,4674,1.0,1976,98115,750000.0,160.46213093709883,1168.5
13710,2,1,800,4533,1.0,1929,98115,330000.0,72.7994705493051,2266.5
13711,4,3,2590,6250,2.0,1964,98115,855000.0,136.8,1562.5
13712,4,5,5770,10050,1.0,1949,98115,1535000.0,152.7363184079602,2512.5
13713,5,3,2710,4200,2.0,1919,98115,925000.0,220.23809523809524,840.0
13715,4,3,2580,3560,1.5,1917,98115,937750.0,263.4129213483146,890.0
13716,4,1,2220,3588,1.5,1927,98115,852000.0,237.4581939799331,897.0
13717,3,2,1880,3800,1.0,1927,98115,667500.0,175.6578947368421,1266.6666666666667
13718,4,2,2190,3622,1.5,1925,98115,625000.0,172.5565985643291,905.5
13719,5,4,3270,4080,2.0,2011,98115,1305000.0,319.8529411764706,816.0
13721,3,2,2700,6120,1.0,1962,98115,910000.0,148.69281045751634,2040.0
13722,2,2,1260,5100,1.0,1941,98115,455000.0,89.2156862745098,2550.0
13723,4,2,2710,4750,1.0,1919,98115,656500.0,138.21052631578948,1187.5
13724,3,1,1160,5969,1.0,1930,98115,508300.0,85.15664265371083,1989.6666666666667
13726,4,3,2210,3400,1.5,1926,98115,719000.0,211.47058823529412,850.0
13727,2,1,1040,4880,1.0,1910,98115,596000.0,122.1311475409836,2440.0
13728,2,1,1230,3800,1.0,1928,98115,435000.0,114.47368421052632,1900.0
13730,3,3,3110,6765,2.0,1946,98115,1636000.0,241.8329637841833,2255.0
13732,3,2,1710,5120,2.0,1920,98115,747000.0,145.8984375,1706.6666666666667
13733,3,2,2610,6000,1.0,1941,98115,780000.0,130.0,2000.0
13735,3,2,1090,6775,1.0,1950,98115,680000.0,100.3690036900369,2258.3333333333335
13737,4,2,2110,6375,1.0,1941,98115,925000.0,145.09803921568627,1593.75
13738,4,3,3680,7105,2.0,2008,98115,935000.0,131.59746657283603,1776.25
13740,2,2,1600,5643,1.0,1954,98115,438200.0,77.65373028530924,2821.5
13741,3,1,1250,4590,1.5,1903,98115,555000.0,120.91503267973856,1530.0
13742,4,3,2030,9825,1.0,1985,98115,598000.0,60.86513994910941,2456.25
13743,4,2,3750,5000,2.0,1924,98115,1310000.0,262.0,1250.0
13746,3,2,1620,2640,1.5,1929,98115,665000.0,251.8939393939394,880.0
13747,4,3,2240,4025,1.0,1926,98115,630000.0,156.52173913043478,1006.25
13749,2,1,1160,5029,1.0,1940,98115,605125.0,120.32710280373831,2514.5
13750,3,3,1590,2910,2.0,1984,98115,575000.0,197.59450171821305,970.0
13752,3,2,2350,6000,1.0,1948,98115,735000.0,122.5,2000.0
13753,3,1,1430,5000,1.0,1919,98115,552000.0,110.4,1666.6666666666667
13754,4,2,1970,7125,1.5,1908,98115,600000.0,84.21052631578948,1781.25
13755,3,2,2710,4500,1.5,1929,98115,805000.0,178.88888888888889,1500.0
13757,4,2,1950,4200,1.0,1951,98115,601000.0,143.0952380952381,1050.0
13758,4,2,1870,5200,2.0,1937,98115,594000.0,114.23076923076923,1300.0
13759,3,1,1180,6000,1.0,1950,98115,507000.0,84.5,2000.0
13760,3,2,1360,5111,1.5,1934,98115,550000.0,107.61103502250049,1703.6666666666667
13761,2,1,930,3750,1.0,1909,98115,500000.0,133.33333333333334,1875.0
13762,4,3,2720,3800,2.0,1919,98115,739000.0,194.47368421052633,950.0
13763,3,1,1440,8681,1.5,1937,98115,523000.0,60.246515378412624,2893.6666666666665
13764,2,1,1140,5720,1.0,1947,98115,455000.0,79.54545454545455,2860.0
13765,4,2,2440,9889,1.0,1952,98115,805000.0,81.40357973505915,2472.25
13766,4,2,2550,4000,1.5,1926,98115,645000.0,161.25,1000.0
13767,4,2,2090,3610,1.5,1927,98115,619400.0,171.57894736842104,902.5
13768,2,1,1280,5026,1.0,1951,98115,425000.0,84.56028651014724,2513.0
13769,2,1,1150,5000,1.0,1924,98115,552000.0,110.4,2500.0
13770,4,2,2410,4000,2.0,1910,98115,883000.0,220.75,1000.0
13772,3,2,1940,3800,1.0,1927,98115,627000.0,165.0,1266.6666666666667
13773,4,2,2880,8882,2.0,1965,98115,725000.0,81.62575996397207,2220.5
13774,3,1,1080,4120,1.0,1919,98115,818900.0,198.7621359223301,1373.3333333333333
13775,2,1,970,2700,1.0,1926,98115,425000.0,157.40740740740742,1350.0
13776,2,2,1740,5400,1.0,1946,98115,452000.0,83.70370370370371,2700.0
13779,2,1,900,5512,1.0,1947,98115,470000.0,85.26850507982583,2756.0
13781,4,2,2140,6360,2.0,1945,98115,615750.0,96.81603773584905,1590.0
13782,3,2,1800,5000,1.0,1942,98115,618500.0,123.7,1666.6666666666667
13785,2,1,1380,4390,1.0,1931,98115,450000.0,102.50569476082005,2195.0
13786,2,1,1030,5072,1.0,1924,98115,397380.0,78.34779179810725,2536.0
13788,4,2,2800,5400,1.0,1924,98115,863000.0,159.8148148148148,1350.0
13790,3,1,1750,5355,2.0,1929,98115,707900.0,132.19421101774043,1785.0
13791,3,2,1520,5618,1.0,1953,98115,550000.0,97.8996084015664,1872.6666666666667
13792,4,3,3150,7379,1.5,1915,98115,640000.0,86.73261959615124,1844.75
13793,2,2,1360,4688,1.0,1944,98115,488000.0,104.09556313993174,2344.0
13794,3,3,2220,6380,1.5,1931,98115,650000.0,101.88087774294671,2126.6666666666665
13795,3,2,1300,5413,1.5,1925,98115,536000.0,99.02087566968409,1804.3333333333333
13796,4,4,3130,3900,2.0,2008,98115,1389000.0,356.15384615384613,975.0
13798,4,3,3160,8197,1.0,1962,98115,655000.0,79.90728315237281,2049.25
13799,4,3,2370,3672,1.5,1916,98115,735000.0,200.16339869281046,918.0
13800,5,3,2700,5001,2.0,2009,98115,935000.0,186.9626074785043,1000.2
13803,4,2,2280,8339,1.0,1954,98115,721000.0,86.46120637966183,2084.75
13805,3,2,1530,5401,1.0,1937,98115,570000.0,105.53601184965747,1800.3333333333333
13807,5,4,3150,4120,2.0,1911,98115,850000.0,206.3106796116505,824.0
13808,5,3,3030,4120,1.5,1913,98115,794500.0,192.8398058252427,824.0
13809,3,2,2100,6874,1.0,1943,98115,580000.0,84.37590922315974,2291.3333333333335
13810,3,2,1820,6324,1.0,1945,98115,725000.0,114.6426312460468,2108.0
13811,2,1,1150,5664,1.0,1948,98115,515000.0,90.92514124293785,2832.0
13812,4,3,2910,4680,1.5,1937,98115,945000.0,201.92307692307693,1170.0
13813,4,4,3590,5335,2.0,2006,98115,1205000.0,225.86691658856608,1333.75
13814,2,1,962,1992,2.0,2012,98115,390000.0,195.78313253012047,996.0
13815,4,3,2820,6120,2.0,2014,98115,897000.0,146.5686274509804,1530.0
13816,4,4,3590,5334,2.0,2006,98115,1302000.0,244.09448818897638,1333.5
13817,4,4,3120,5086,2.0,2008,98115,953007.0,187.37848997247346,1271.5
13818,3,2,2550,4794,2.0,2007,98115,799000.0,166.66666666666666,1598.0
13819,3,3,3400,5119,2.0,2014,98115,1050000.0,205.11818714592695,1706.3333333333333
13820,5,3,2620,5477,2.0,2009,98115,975000.0,178.01716268029944,1095.4
13821,3,3,2550,5100,2.0,2014,98115,1095000.0,214.7058823529412,1700.0
13822,5,4,3420,4216,2.0,2008,98115,925000.0,219.4022770398482,843.2
13823,5,4,4390,6220,2.0,2013,98115,1880000.0,302.2508038585209,1244.0
13824,2,2,1460,1623,2.0,2005,98115,495000.0,304.99075785582255,811.5
